--- URL_tintos_merged_150_to_202_48.csv ---
1175424,"cereza, frutos rojos, f...","Terroso, minerales, cue...","roble, vainilla, chocol..."
7804248,"cereza negra, fruta neg...",pimienta,clavo de olor
1175531,"roble, vainilla, tabaco","fruta negra, mora, casi...","cuero, Terroso, humo"
11014675,"roble, bebida cola, tab...","cereza, bebida cola de ...","cereza negra, fruta neg..."
8743487,"mora, casis",frambuesa,pimienta
9164546,mora,cereza,levadura
5766586,"roble, vainilla, chocol...","mora, ciruela, frutos d...","cereza, frambuesa, fres..."
10211715,No disponible,No disponible,No disponible
1141287,"cuero, hierro, humo","roble, clavo de olor, c...","regaliz, almizcle"
1834632,"ciruela, fruta negra, c...","cedro, roble, chocolate","cereza, frambuesa, frut..."
2116813,"tabaco dulce, vainilla","frutos del bosque, arán...",cereza
1675434,"roble, tabaco, cedro","Terroso, cuero, humo","casis, mora, frutos del..."
13371,"roble, chocolate, vaini...","ciruela, mora, fruta ne...","cuero, Terroso, humo"
7383505,"cacao, Terroso, Carne d...","cereza, arándano rojo, ...","mora, frutos del bosque..."
1879204,"Terroso, suelo del bosq...",roble,ciruela pasa
6232586,"hongo, Terroso","cereza, frambuesa, ciru...",mora
8436799,"mora, ciruela, mermelad...","regaliz, menta, ajedrea",mezcla de especias para...
10958965,No disponible,No disponible,No disponible
1261039,"fresa, frambuesa, fruto...","humo, Terroso, minerale...","regaliz, pimienta, pimi..."
2107258,"mora, ciruela, fruta ne...","pimienta, pimienta blan...","cereza, frutos rojos"
18799,"roble, vainilla, cedro","mora, fruta negra, casi...","cuero, Terroso, hongo"
7395823,"roble, chocolate, vaini...","cereza, frambuesa, cere...","ciruela, mora, cereza n..."
1219699,"roble, tabaco, vainilla","cuero, Terroso, grafito","mora, fruta negra, cere..."
9497762,"fruta negra, mora, jamb...","roble, vainilla, carame...","frutos rojos, cereza, c..."
7105940,"caramelo, chocolate, ro...","Terroso, cuero, humo",frutos del bosque
1881912,"cereza, arándano rojo, ...","mora, casis, cereza neg...","regaliz, almizcle"
1179465,"cuero, Terroso, mineral...","tabaco, roble, clavo de...","ciruela, casis, cereza ..."
1181447,"mora, cereza negra, cir...","cuero, Terroso, hongo","pimienta blanca, pimien..."


--- URL_tintos_merged_150_to_202_74.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2462402,No disponible,No disponible,No disponible
2410781,"roble, vainilla, chocol...","ciruela, mora, casis","cuero, humo, Terroso"
1794279,"fruta negra, mora, ciru...","pimienta, tomillo, cane...","roble, vainilla, chocol..."
1133241,"cereza, frutos rojos, f...","roble, vainilla, chocol...","fruta negra, arándano, ..."
7472718,"ciruela, fruta negra, m...","roble, vainilla, carame...","cereza, fresa, frambues..."
1164751,"roble, vainilla, chocol...","cereza, frutos rojos, f...","ciruela, mora, cereza n..."
2549198,"vainilla, roble, chocol...","fruta negra, mora, ciru...","cereza, frutos rojos, f..."
1190404,"roble, vainilla, tabaco","cereza, frambuesa, fres...","ciruela, frutos del bos..."
98580,"roble, chocolate, vaini...","mora, casis, ciruela","cereza, frutos rojos, f..."
1220359,"cereza, frutos rojos, f...","cuero, Terroso, hongo","roble, vainilla, chocol..."
62884,"cereza, frutos rojos, f...","roble, tabaco, vainilla","ciruela, mora, casis"
2557980,"ciruela, mora, fruta ne...","roble, pimienta de Jama...","cereza, frambuesa, frut..."
3292657,"roble, vainilla, chocol...","fruta negra, ciruela, m...","cereza, fresa, cereza r..."
1646651,"mora, fruta negra, merm...","frambuesa, cereza, fres...","albaricoque, melón"
1257301,"cereza, fresa, frambues...","arándano, ciruela, mora","miel, humo, Terroso"
12401744,No disponible,No disponible,No disponible
1154145,"cereza, frambuesa, fres...","cuero, Terroso, humo","roble, tabaco, vainilla"
3081702,"cereza, frambuesa, frut...","vainilla, roble",pimienta
10955278,No disponible,No disponible,No disponible
1235458,"tabaco, roble",cereza,"casis, ciruela"
1141170,"roble, vainilla, café","cereza negra, mora, cir...","humo, cuero, cacao"
4779046,"cereza, frambuesa, ciru...","Terroso, hierro, carne ...","roble, vainilla, mezcla..."
1167981,"café, chocolate, roble","cereza, frambuesa, cere...","humo, Terroso, cacao"
1199335,"cereza, frambuesa, arán...","vainilla, chocolate, ro...","mora, ciruela, fruta ne..."
1273928,"roble, tabaco, café moc...","ciruela, mora, arándano","cereza, frambuesa, frut..."
1706579,"roble, chocolate, tabac...","mora, ciruela, frutos d...","pimienta, regaliz, rome..."
11852,"mora, ciruela, cereza n...","vainilla, roble, chocol...","cereza, frutos rojos, f..."
1224694,"ciruela, mora, arándano","cereza, granada, fresa","Terroso, cuero, mineral..."
7421117,"roble, vainilla, chocol...","fruta negra, mora, casi...","cereza, frutos rojos"
1690528,"roble, vainilla","casis, mora","grafito, humo"
2305222,"eneldo, roble, vainilla","Terroso, suelo del bosq...","queso, yogur"
1595417,"arándano rojo, frutos r...",perfume,yogur
1895481,cereza,cuero,
1787348,"fresa, cereza","crema, aceite",ciruela
1631781,"roble, tabaco, vainilla","Terroso, cuero, humo","mora, frutos del bosque..."
1753221,"roble, vainilla, chocol...","cereza, frutos rojos, f...","casis, ciruela, fruta n..."
8639454,"cereza, frutos rojos, f...","roble, vainilla",
2523197,No disponible,No disponible,No disponible
1392280,"vainilla, roble, tabaco","aceto balsámico, Terros...","cereza negra, arándano"
3078989,"Terroso, cuero, cacao","cereza negra, mora, cir...","tabaco, vainilla, caram..."
1168325,"mermelada, mora, aránda...","cereza, frambuesa, frut...","roble, vainilla, cedro"
21495,"mora, ciruela, fruta ne...","cuero, Terroso, mineral...","roble, vainilla, tabaco"
1696370,"cuero, Terroso, suelo d...","mora, frutos del bosque...","roble, vainilla, chocol..."
2427338,"chocolate, vainilla, ro...","mora, ciruela, casis","cereza, frambuesa, frut..."
1199027,"roble, chocolate, caram...","cereza, frutos rojos, c...","pimienta, eucalipto"
5372999,"fruta negra, jambul, mo...","cuero, Terroso",pimienta
3267201,"roble, tabaco, chocolat...","mora, ciruela, arándano","Terroso, aceto balsámic..."
3492358,No disponible,No disponible,No disponible
1799411,frutos rojos,tomillo,
7978506,"cuero, aceto balsámico,...","cereza negra, ciruela, ...","roble, tabaco, buttersc..."
1566602,"roble, vainilla, tabaco","ciruela, frutos del bos...","humo, Terroso, cuero"
1564170,"cereza, arándano rojo",roble,
1191356,"cereza, fresa, frambues...","roble, tabaco, chocolat...","humo, Terroso, cuero"
1450351,"roble, tabaco, chocolat...","ciruela, frutos del bos...","humo, cuero, hongo"
1938216,No disponible,No disponible,No disponible
779462,"cereza negra, ciruela",mentol,tabaco
1167793,"chile, regaliz, menta","vainilla, chocolate, ro...",arándano
1399910,"cereza, frambuesa, gros...","minerales, cacao, Terro...","roble, chocolate, vaini..."
1853653,"manzana, pera",mora,fresa
5014172,"casis, mora, ciruela","chocolate, roble, tabac...","pimienta, Polvo de 5 es..."
1316403,"ciruela, frutos del bos...","chocolate, roble, cigar...","humo, cacao, Terroso"
5292318,"fruta negra, mora, arán...","café, roble, chocolate","aceto balsámico, Terros..."
8075256,"casis, arándano, mermel...","cedro, chocolate, roble",cereza
2006436,"cereza, cereza roja, fr...","roble, tabaco, vainilla","cuero, Terroso, suelo d..."
1144348,"tabaco, chocolate, café","casis, arándano","frambuesa, cereza"
1376948,"mora, ciruela, casis","Terroso, humo","chocolate, roble"
2501014,"cereza, frambuesa, fres...","arándano, mora, ciruela","roble, alcanfor, chocol..."
1588474,"chocolate, roble, vaini...","ciruela, mulberry, frut...","cuero, aceto balsámico,..."
2854807,"fruta negra, casis, fru...","cereza, frutos rojos, f...","roble, chocolate, tabac..."
88963,"cedro, clavo de olor, p...","mora, arándano, frutos ...","cuero, Terroso, humo"
1394928,cereza,,
2587976,No disponible,No disponible,No disponible
1862522,"cereza, frutos rojos",roble,
1277647,"cereza, frambuesa, fres...","roble, tabaco, vainilla","casis, ciruela, cereza ..."
85120,"cereza, frutos rojos, a...","roble, vainilla, chocol...","cuero, humo, Terroso"
1526804,"fruta negra, casis, cir...","frutos rojos, frambuesa...",queso
1100822,"chocolate, bebida cola,...","fruta negra, arándano, ...","Terroso, cuero, alquitr..."
14890,"mora, frutos del bosque...","mantequilla, tabaco, hu...","cereza, cereza roja"
1161088,"roble, tabaco, vainilla","mermelada, cereza negra...","cereza, frutos rojos"
1131286,"roble, café, vainilla","fruta negra, mora, casi...","cereza, frutos rojos, c..."
1174997,"ciruela, fruta negra, c...","pimienta, canela, regal...","chocolate, clavo de olo..."
1515581,"Terroso, cuero",arándano,queso
1572064,"fresa, arándano rojo, f...",roble,perfume
1242910,"cereza, fresa","Terroso, cuero",chocolate
2728687,No disponible,No disponible,No disponible
1376549,"café, roble, cedro","cuero, aceto balsámico","cereza, frutos rojos"
2076015,"frutos rojos, fresa, ce...","tabaco, chocolate, vain...","ciruela, fruta negra, m..."
1775071,No disponible,No disponible,No disponible
3265490,"Terroso, cuero, cacao","fruta negra, mora, ciru...","tabaco, roble, vainilla"
1669210,"casis, ciruela, mora","cereza, arándano rojo, ...","cítrico, pomelo"
1370968,"cereza, frambuesa, arán...","pimienta, hierbas secas...","vainilla, tabaco para p..."
97129,"roble, vainilla, tabaco","cereza, frambuesa, frut...","ciruela, mora, casis"
1133552,"roble, vainilla, chocol...","ciruela, fruta negra, c...","cereza, frutos rojos, f..."
2141436,"ciruela, fruta negra, m...","cereza, frutos rojos, c...","roble, vainilla"
1483168,violeta,cacao,tabaco
8097329,"fresa, cereza, cerezo á...","mora, arándano, ciruela","pasas de uva, ciruela p..."
4131986,"Terroso, cuero, humo","cereza, granada, frutos...","roble, cigarro, vainill..."
1923946,"cuero, Terroso, hongo","mora, casis, cereza neg...","roble, tabaco"
1971506,"roble, vainilla, manteq...","mora, ciruela, fruta ne...","fresa, cereza, frambues..."
1395185,vainilla,,


--- URL_tintos_merged_150_to_202_60.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
23382,"ciruela, mora, frutos d...","Terroso, cuero, humo","roble, tabaco, chocolat..."
1139212,"roble, vainilla, chocol...","frutos rojos, cereza, f...","mora, ciruela, casis"
2803053,"cereza, frutos rojos, a...","Terroso, cuero, hongo","roble, tabaco, pimienta..."
4384379,"mora, ciruela, arándano","roble, vainilla, tabaco","cuero, Terroso, humo"
7665598,"arándano rojo, fresa, c...","cuero, sal, alquitrán",roble
6981394,"cereza negra, mulberry,...","cereza, fresa fresca, f...","cuero, minerales, cauch..."
1614947,"tabaco, clavo de olor, ...","humo, grafito, aceto ba...","cereza, frambuesa, cere..."
6970560,"cereza, frutos rojos","casis, mora","chocolate, roble, vaini..."
1247055,"roble, vainilla, chocol...","mora, casis, fruta negr...","cuero, Terroso, humo"
1603565,"ciruela, frutos del bos...","roble, vainilla, clavo ...","pimienta, pimienta blan..."
1607617,"roble, chocolate amargo...","ciruela, cereza negra, ...","cereza, cereza roja, ar..."
5697461,"cereza negra, fruta neg...","Terroso, aceto balsámic...","cereza, cerezo ácido"
85509,"cuero, humo, hoja de ta...","tabaco, vainilla, café","cereza, frambuesa"
9690747,"mora, casis, fruta negr...","roble, chocolate, vaini...","cuero, humo, Terroso"
1921723,"cedro, cigarro, clavo d...","fruta negra, mora, casi...",
1235958,"cereza, frutos rojos, g...","roble, chocolate, tabac...","cuero, Terroso, humo"
5453054,No disponible,No disponible,No disponible
2306411,"frutos rojos, cereza, f...","fruta negra, mora, ciru...","roble, chocolate"
1552608,"roble, tabaco, cedro","frutos rojos, cereza, g...","mora, casis, frutos del..."
11366856,cereza,,
1171309,"tabaco, roble, cedro","frutos del bosque, casi...","cuero, Terroso, jengibr..."
5364714,"vainilla, roble, tabaco","cereza, frutos rojos, f...","ciruela, casis, casis"
1152949,"tabaco, chocolate, robl...","cereza, frutos rojos, c...","Terroso, cuero, humo"
2101957,"cereza, arándano rojo, ...","Terroso, sílex, mineral...","queso, queso"
1241918,"cereza, frutos rojos, f...","pimienta, regaliz","ceniza, Terroso, Carne ..."
5232233,"cereza, frambuesa, fres...","Terroso, minerales, hon...","mora, casis, arándano"
8573,"cereza, frambuesa, frut...","cuero, Terroso, humo","ciruela, mora, cereza n..."
1217203,"vainilla, chocolate, ta...","cereza negra, fruta neg...","minerales, cuero, piedr..."
1241039,"cereza, fresa, frutos r...","cuero, Terroso, humo","roble, tabaco, vainilla"
5563504,"fresa, frambuesa, fruto...","roble, vainilla",almendra
2035468,"fresa, frambuesa",mora,melocotón
7960598,"mora, casis, cereza neg...","roble, cedro, café","frambuesa, ciruela roja"
1433432,"roble, tabaco, vainilla","humo, cuero, Terroso","ciruela, fruta negra, m..."
13392,"ciruela, mora, casis","roble, vainilla, chocol...","pimienta, regaliz, cane..."
2071373,"roble, chocolate, vaini...","ciruela, fruta negra, a...","cuero, humo, suelo del ..."
1203200,"cereza, frutos rojos, c...","fruta negra, mora, frut...","pimienta, hoja de laure..."
8432145,"ciruela, mora, frutos d...","cereza, fresa, frambues...","roble, chocolate, caram..."
1246043,"mora, casis, fruta negr...","cigarrera, roble, mante...","cuero, humo, Carne de c..."
87099,"Terroso, humo, cuero","mora, ciruela, frutos d...","cereza, frutos rojos, g..."
1198802,"ciruela, mora, fruta ne...","roble, chocolate, vaini...","Terroso, cuero, humo"
2442046,"mora, cereza negra, fru...","roble, tabaco",frambuesa
1142127,"roble, tabaco, vainilla","frutos rojos, fresa, fr...","frutos del bosque, cere..."
1206613,"frutos rojos, arándano ...","Terroso, cuero, petrico...",roble
5235354,"cereza, frutos rojos, f...","roble, vainilla, tabaco","cuero, humo, Terroso"
4611640,"mora, casis, arándano","cereza, frambuesa, frut...",chocolate
1149102,"mora, ciruela, arándano","cereza, frutos rojos, g...","roble, vainilla, cedro"
2307283,"cereza, frutos rojos, f...","cuero, Terroso, humo","mora, ciruela, cereza n..."
6876741,"cereza, frambuesa, cere...","roble, mantequilla, car...","Terroso, cuero, aceto b..."
1975928,"mora, fruta negra, arán...","vainilla, roble, tabaco","cuero, Terroso, mineral..."
2426332,"mora, arándano, ciruela","roble, vainilla, tabaco","Terroso, cuero, humo"
1417313,"roble, vainilla, tabaco","ciruela, mora, casis","cuero, Terroso, humo"
1196879,"roble, chocolate, pimie...","grafito, cuero, mineral...","cereza, frambuesa"
99092,"casis, cereza negra, mo...","cereza, frambuesa, gros...","roble, tabaco, vainilla"
5049707,"roble, vainilla, chocol...","cereza, cereza roja, ar...","mora, ciruela, cereza n..."
2705083,"cereza, frutos rojos, a...","vainilla, roble, café","Terroso, minerales, pie..."
2156028,"cedro, chocolate, roble","cereza, granada, frambu...","cereza negra, fruta neg..."
5815017,"vainilla, roble, tabaco","mora, ciruela, frutos d...","cereza, bebida cola de ..."
6262143,"roble, tabaco, vainilla","ciruela, mora, casis","cuero, Terroso, humo"
6228208,"ciruela, arándano, mora","tabaco, vainilla, roble","cereza, fresa, frutos r..."
1175060,"tabaco, roble, vainilla","casis, mora, ciruela","cuero, Terroso, humo"
8237431,"mora, ciruela, frutos d...","roble, tabaco, chocolat...","cuero, Terroso, humo"
1622208,"cereza, fresa, frutos r...","suelo del bosque, miner...","vainilla, roble, clavo ..."
1151294,"roble, vainilla, tabaco","cereza, frutos rojos, f...","ciruela, mora, cereza n..."
1102753,"roble, tabaco, vainilla","mora, ciruela, fruta ne...","Terroso, cuero, humo"
1141815,"roble, vainilla, tabaco","cereza, frutos rojos, f...","ciruela, mora, fruta ne..."
7249673,"frambuesa, frutos rojos...","humo, Terroso, cuero","roble, chocolate, tabac..."
1194005,"vainilla, roble, tabaco","pimienta, pimienta blan...","mora, ciruela, frutos d..."
9070128,"humo, cuero, Terroso","fresa, cereza roja, cer...","roble, clavo de olor, m..."
2115965,"arándano, ciruela, frut...","roble, chocolate, choco...","pimienta, mentol, tomil..."
1941822,"roble, vainilla, tabaco","mora, cereza negra, fru...","Terroso, cuero, mineral..."
1188783,"vainilla, roble, chocol...","arándano, ciruela, frut...","cuero, cacao, Terroso"
2610193,"fresa, frambuesa, cerez...","roble, tabaco, vainilla","ciruela, casis, arándan..."
1868918,"roble, vainilla, cedro","mora, ciruela, fruta ne...","cuero, Terroso, humo"
1879228,"mora, ciruela, arándano","cereza, frambuesa, frut...","roble, vainilla, chocol..."
5409868,"fruta negra, mora, ciru...","roble, vainilla, tabaco","cereza, grosella roja, ..."
75627,"vainilla, roble, tabaco","cereza, frutos rojos, f...","mora, ciruela, frutos d..."
3220033,"arándano, mora, ciruela","roble, chocolate, vaini...","cereza, frambuesa, frut..."
6251725,"cereza, fresa deshidrat...",curry,yogur
1179485,"mora, arándano, fruta n...","pimienta, regaliz, pimi...","Terroso, cuero, suelo d..."
1463878,"Terroso, humo","cereza, frutos rojos, f...","vainilla, chocolate"
1230015,"ciruela, mora, casis","roble, chocolate, vaini...","cereza, frambuesa, frut..."
1618971,"casis, fruta negra, ará...","frutos rojos, frambuesa...","pimienta, canela, eucal..."
1548307,"mora, frutos del bosque...",cereza,pimienta
6808587,"roble, vainilla, tabaco","mora, fruta negra, ciru...","cereza, frutos rojos, a..."
2369692,"hierbas secas, caramelo...","fresa fresca, frambuesa...",clavo de olor
7756726,No disponible,No disponible,No disponible
3659327,casis,regaliz,
4516110,"chocolate, roble, tabac...","cereza negra, mora, cas...",cereza
2385104,"frambuesa, cereza",roble,
1236137,"ciruela, mora, arándano","roble, vainilla, chocol...","frutos rojos, cereza, f..."
10790328,No disponible,No disponible,No disponible
6151266,"ciruela, frutos del bos...","roble, chocolate, vaini...","Terroso, Carne de caza,..."
1137610,"chocolate, roble, tabac...","mora, casis, fruta negr...","cereza, frambuesa"
1507078,"roble, vainilla, butter...","frutos del bosque, casi...","frutos rojos, fresa"
1414783,"roble, vainilla, chocol...","Terroso, cuero, carne a...","cereza, frambuesa, frut..."
1401252,"roble, mantequilla, car...","humo, trufa negra",almendra
3098332,"cereza, frambuesa, cere...","vainilla, clavo de olor","cítrico, cáscara de nar..."
1495559,"cereza, frambuesa, arán...","humo, hongo, Terroso","roble, chocolate"
7980578,"roble, caramelo, café",Terroso,"cereza, cerezo ácido"
1816727,casis,frutos rojos,mentol


--- URL_tintos_merged_150_to_202_61.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1296833,"roble, vainilla, tabaco","ciruela, frutos del bos...","Terroso, cuero, carne d..."
5932390,No disponible,No disponible,No disponible
4120,"mora, casis, ciruela","roble, tabaco, vainilla","Terroso, cuero, humo"
1101160,"mora, fruta negra, ciru...","roble, tabaco, chocolat...","cereza, grosella roja, ..."
1835878,"mora, cereza negra, fru...","roble, vainilla",frutos rojos
8200947,"cerezo ácido, frambuesa...","jambul, mermelada",canela
1199062,"mora, frutos del bosque...","Terroso, cacao, mineral...","fresa, frambuesa, fruto..."
3340076,cereza,regaliz,
1217238,"casis, ciruela, fruta n...","roble, caramelo, pimien...","frutos rojos, cereza"
1206120,"vainilla, mezcla de esp...","anís, canela, hinojo","cereza, frutos rojos, c..."
2019163,"mora, casis, arándano","roble, vainilla, manteq...","cuero, Terroso, Carne d..."
1175206,"roble, vainilla, chocol...","cereza, frutos rojos, f...","ciruela, frutos del bos..."
1496883,"chocolate, clavo de olo...","ciruela, fruta negra","anís, canela, pimienta"
4426445,"cuero, Terroso, sílex","roble, mantequilla, inc...","cereza, frutos rojos, f..."
1211449,"roble, chocolate, choco...","jambul, mora",anís
10200689,"casis, mermelada, mora","cereza, frambuesa","roble, vainilla, carame..."
4447631,"fruta negra, ciruela, m...","roble, vainilla, chocol...","cuero, Terroso, humo"
7102463,"mora, arándano, frutos ...",cereza,cuero
2931735,queso,,
1800659,"roble, tabaco, bebida c...","hongo, cuero, minerales","mora, ciruela, frutos d..."
1245038,cereza,,
5802958,"pasas de uva, arándano ...","cereza negra, mermelada...","granada, cerezo ácido"
1554280,"albaricoque, melocotón ...","fresa, cereza, frambues...","piedra, sílex, miel"
6202298,"cereza, frambuesa, frut...","cuero, Terroso, humo","roble, tabaco, vainilla"
2367850,"tabaco dulce, cedro, ch...","frutos del bosque, ciru...","cerezo ácido, cereza"
1385040,"arándano, fruta negra, ...","clavo de olor, tabaco, ...","cereza, frambuesa"
4628686,"ciruela, fruta negra, m...","regaliz, pimienta blanc...","cuero, humo, Terroso"
1176616,"Terroso, cuero, mineral...","cereza, frambuesa, frut...","mora, ciruela, frutos d..."
3850344,"fresa, cereza, frambues...","pimienta, regaliz","nuez moscada, vainilla"
1148735,"ciruela, mora, cereza n...","vainilla, roble, chocol...","pimienta, regaliz"
2027708,"roble, cedro","fruta negra, mora",pimienta
3612428,"mora, arándano, zarza","canela, regaliz rojo","popurrí, violeta"
1818115,"cereza, grosella roja, ...","ciruela pasa, arándano ...",tomillo
2534756,"fruta negra, mora, casi...","roble, vainilla, chocol...","pimienta, mentol"
2609048,"chocolate, café, cedro","frutos del bosque, casi...","cuero, humo, Terroso"
1598530,"cereza, frutos rojos, f...","roble, vainilla, cedro","aceituna negra, casis, ..."
5554628,"cereza negra, arándano,...","cereza, arándano rojo, ...","humo, Terroso"
6312692,"casis, cereza negra, fr...","roble, vainilla, café","cuero, aceto balsámico,..."
2388354,"cereza, frambuesa, frut...","Terroso, cuero, suelo d...","pimienta, canela, regal..."
1515933,"Terroso, cuero, sílex","mora, arándano, casis","vainilla, mantequilla, ..."
1540721,"ciruela, fruta negra","frutos rojos, cereza ro...",hierba
1450421,"cereza, fresa, frutos r...","ciruela, cereza negra, ...","vainilla, roble, manteq..."
1714892,"rooibos, pimienta blanc...","roble, pimienta de Jama...","miel, humo, Terroso"
1538211,"casis, ciruela, mora","roble, café, tabaco","cuero, Terroso, humo"
1197689,"roble, vainilla, tabaco","cereza, grosella roja, ...","pasas de uva, ciruela p..."
74629,"roble, tabaco, chocolat...","ciruela, mora, casis","cuero, humo, Terroso"
27324,"cereza, fresa, frutos r...","Terroso, cuero, mineral...","mora, ciruela, cereza n..."
1618121,"frutos del bosque, ciru...",cereza,roble
5509045,"Terroso, cuero, hongo","roble, tabaco, clavo de...","cereza, frutos rojos, a..."
2246634,"ciruela, fruta negra, c...","vainilla, roble, café","cuero, humo, trufa negr..."
1905473,"mora, cereza negra, cir...","roble, chocolate, vaini...","pimienta, canela, regal..."
3592769,"frambuesa, fresa, cerez...","minerales, humo, cuero","roble, eneldo, vainilla"
10579435,"cereza, frutos rojos, f...","enebro, pimienta blanca...","lavanda, violeta"
1917258,"fruta negra, arándano, ...","cereza, fresa, arándano...","roble, chocolate, nuez ..."
