--- Vino blanco hasta 10200_1.csv ---
5060706,"caramelo, mantequilla, ...","manzana verde, pera, ma...",avellana
1102094,"roble, mantequilla, vai...","minerales, miel, piedra","pera, manzana, melocotó..."
2581810,"miel, minerales, piedra","melocotón, albaricoque,...","cítrico, limón, lima"
82281,"miel, minerales, piedra","albaricoque, melocotón,...","cítrico, limón, lima"
3419107,"cítrico, limón, naranja","manzana, pera, manzana ...","minerales, piedra, solu..."
1128113,"minerales, solución sal...","mantequilla, roble, vai...","cítrico, limón, piel de..."
74348,"cítrico, pomelo, limón","miel, minerales, piedra","melocotón, manzana verd..."
3985168,"minerales, miel, piedra","roble, mantequilla, vai...","pera, manzana, melocotó..."
11921858,No disponible,No disponible,No disponible
43794,"miel, minerales, sílex","manzana verde, manzana,...","cítrico, limón, cáscara..."
7542525,No disponible,No disponible,No disponible
2658912,No disponible,No disponible,No disponible
86698,"minerales, miel, humo","cítrico, lima, pomelo","manzana, manzana verde,..."
1179699,"minerales, miel, Terros...","roble, vainilla, manteq...","manzana verde, pera, me..."
10443673,"roble, vainilla, manteq...","pera, manzana, albarico...","minerales, piedra"
1493197,"minerales, miel, petról...","melocotón, manzana, dru...","tropical, piña, lichi"
2927,"mantequilla, roble, vai...","melocotón, manzana, alb...","miel, piedra, minerales"
5839598,"melocotón blanco, manza...","mantequilla, roble, vai...","limón, cítrico, pomelo"
1186029,"manzana verde, manzana,...","minerales, humo, soluci...","queso, levadura, crema"
1383179,"naranja, cítrico","albaricoque, manzana, m...","Terroso, minerales, cer..."
6085355,naranja,miel,roble
1102095,"mantequilla, roble, vai...","pera, manzana, melocotó...","minerales, miel, humo"
1197479,"miel, minerales, piedra","cítrico, limón, pomelo","melocotón, manzana, per..."


--- Vino blanco hasta 10200_3.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
4538004,"minerales, miel","lima, cítrico, naranja","roble, mantequilla, vai..."
79520,"mantequilla, roble, vai...","manzana, melocotón, per...","cítrico, limón, pomelo"
1290199,"roble, mantequilla, vai...","minerales, humo, sílex","manzana verde, melón, m..."
2997,"roble, mantequilla, vai...","manzana, pera, albarico...","limón, cítrico, pomelo"
2261443,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
1153153,"miel, minerales, petról...","melocotón, manzana, per...","cítrico, limón, lima"
7084749,"miel, minerales, soluci...","manzana, membrillo, alb...","roble, tofi, mantequill..."
4934068,"manzana, manzana amaril...","nuez, avellana, almendr...","miel, humo, suelo del b..."
2360817,"melocotón, albaricoque,...","almendra, avellana, bri...","mantequilla, butterscot..."
1223663,"manzana, pera, albarico...","roble, mantequilla, but...","miel, minerales, humo"
3984237,"miel, minerales, Terros...","cítrico, limón, lima","manzana verde, manzana,..."
98160,"mantequilla, roble, vai...","melocotón, pera, manzan...","miel, minerales, humo"
1127993,"minerales, piedra, miel","albaricoque, manzana, m...","cítrico, limón, piel de..."
1855967,"arándano rojo, cereza r...","ciruela, casis","Terroso, cuero"
1525786,"albaricoque, melocotón,...","miel, minerales, piedra","cítrico, limón, lima"
3260652,"manzana, pera",trufa negra,
1099421,"cítrico, pomelo, limón","mantequilla, roble, vai...","melocotón, manzana verd..."
1613322,"minerales, humo, piedra","cítrico, limón, pomelo","mantequilla, roble, vai..."
2475384,"miel, minerales, jengib...","sabor a nuez, almendra,...","mantequilla, alcanfor"
2634110,"manzana, melocotón, man...","minerales, miel, piedra","piel de limón, limón, c..."
1251066,"miel, minerales, piedra","albaricoque, melocotón,...","cítrico, lima, limón"
9397161,"limón, cítrico","jazmín, pétalo de rosa",melocotón
12534447,No disponible,No disponible,No disponible
1489102,"pera, manzana, membrill...","minerales, miel, piedra","limón, cítrico, lima"
8164925,"manzana, pera, manzana ...","limón, cítrico, lima","mantequilla, vainilla, ..."
87198,"mantequilla, roble, vai...","minerales, miel, humo","manzana, melocotón blan..."
5921169,"miel, minerales, piedra","pera, drupa, albaricoqu...","cítrico, limón, lima"
84918,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
91134,"minerales, piedra, miel","pera, melocotón, drupa","mantequilla, roble, vai..."
1187336,"minerales, miel, petról...","melocotón, manzana, alb...","cítrico, limón, lima"
1399369,"roble, vainilla, manteq...","miel, minerales, hongo","manzana, albaricoque, m..."
1133279,"minerales, jengibre, sí...","cítrico, limón, pomelo","melocotón, albaricoque,..."
79557,"mantequilla, roble, car...","manzana, melón, manzana...","crema, aceite, levadura"
1919570,"minerales, miel, petról...","melocotón, manzana, alb...","cítrico, limón, lima"
1127430,"minerales, piedra, humo","limón, cítrico, lima","manzana verde, melocotó..."
1219251,"minerales, piedra, miel","cítrico, limón, lima","roble, mantequilla, vai..."
4135578,"manzana, albaricoque, c...","jengibre, minerales, mi...","cítrico, pomelo, limón"
1140873,"melocotón, pera, manzan...","miel, minerales, petról...","cítrico, limón, lima"
7289725,"minerales, solución sal...","cítrico, naranja, limón","vainilla, roble, manteq..."
1246148,"nuez, sabor a nuez, alm...","manzana, albaricoque, m...","queso, crema, aceite"
2225046,"minerales, miel, piedra","cítrico, limón, pomelo","manzana, pera, melocotó..."
1609276,"miel, Terroso, jengibre","melocotón, albaricoque,...",orejones de albaricoque...
4439709,"manzana, albaricoque, m...","sílex, tiza, Terroso","roble, mantequilla, cla..."
1714630,"roble, mantequilla, vai...","melocotón, pera, manzan...","miel, minerales, piedra"
3358815,"roble, mantequilla, vai...","minerales, tiza, miel","cítrico, pomelo, limón"
4090842,"mantequilla, roble, vai...","miel, minerales, humo","pera, manzana, melón"
1270,"roble, mantequilla, vai...","melocotón, manzana verd...","cítrico, limón, lima"
5809033,"pera, melocotón, meloco...","cítrico, limón, lima","minerales, piedra, miel"
8646396,"tiza, miel, minerales","queso, crema","melón verde, nectarina"
1102093,"mantequilla, roble, vai...","manzana, albaricoque, p...","cítrico, limón, pomelo"


--- Vino blanco hasta 10200_2.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1170825,"cítrico, limón, lima","minerales, piedra, miel","manzana, manzana verde,..."
12851362,No disponible,No disponible,No disponible
1967086,"pera, manzana, manzana ...","miel, aceto balsámico, ...","bergamota, jengibre con..."
1166277,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, tiza, piedra"
7088537,"pera, manzana, manzana ...","limón, cítrico, lima","minerales, sílex, piedr..."
82286,"lichi, tropical, mango","miel, jengibre, piedra","melocotón, albaricoque,..."
36474,"miel, minerales, humo","roble, vainilla, manteq...","melocotón, albaricoque,..."
2424887,"mantequilla, vainilla","manzana, melocotón",miel
1426955,"miel, minerales, humo","albaricoque, melocotón,...","limón, cítrico, naranja"
82284,"minerales, miel, petról...","manzana, albaricoque, m...","cítrico, limón, lima"
20655,"melocotón, pera, manzan...","miel, minerales, piedra","cítrico, limón, naranja"
1098891,"minerales, piedra, miel","limón, cítrico, lima","manzana, pera, melocotó..."
1153158,"melocotón, manzana, alb...","miel, minerales, piedra","limón, lima, cítrico"
1443976,"manzana, melocotón, alb...","mantequilla, roble, car...","minerales, humo, piedra"
1545890,"melocotón, melón, pera","minerales, piedra, síle...","vainilla, mantequilla, ..."
1221847,"miel, minerales, pizarr...","melocotón, albaricoque,...","cítrico, limón, naranja"
9396597,"minerales, petróleo, je...","limón, lima, cítrico","manzana, albaricoque, m..."
1159232,"manzana, melocotón, man...","mantequilla, roble, coc...","minerales, miel, piedra"
1508147,"albaricoque, manzana, p...","miel, minerales, soluci...","cítrico, naranja, pomel..."
13157214,No disponible,No disponible,No disponible
2930,"mantequilla, roble, vai...","miel, minerales, piedra","albaricoque, melocotón,..."
6663784,"minerales, miel, piedra","roble, vainilla, manteq...","manzana verde, melocotó..."
2147868,"vainilla, tabaco, mante...","manzana, melocotón, alb...","banana, queso, crema"
2974489,"minerales, piedra, síle...","roble, mantequilla","cítrico, piel de limón,..."
1542553,"manzana, albaricoque, p...","minerales, miel, Terros...","roble, mantequilla"
2702825,"minerales, piedra, síle...","cítrico, limón, lima","roble, mantequilla, vai..."
1612643,"minerales, piedra, miel","pera, manzana, albarico...","cítrico, limón, lima"
1615050,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
5341095,"mantequilla, butterscot...","crema, mantequilla sala...","minerales, piedra"
4156725,"minerales, miel, sílex","mantequilla, roble, vai...","limón, cítrico, lima"
4406127,"mantequilla, roble, vai...","melocotón, manzana, per...","limón, cítrico, lima"
85064,"limón, cítrico, lima","minerales, miel, piedra","manzana, albaricoque, m..."
1132270,"mantequilla, roble, vai...","minerales, piedra, miel","pera, melocotón, manzan..."
1428166,"roble, mantequilla, vai...","manzana, manzana verde,...","limón, cítrico, pomelo"
1445969,"naranja, cítrico, cásca...","miel, minerales, aceto ...","albaricoque, melocotón,..."
5154591,"melocotón, albaricoque,...","naranja, limón, lima","miel, piedra, minerales"
35594,"miel, minerales, piedra","mantequilla, roble, car...","manzana, melocotón, man..."
91127,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, tiza, miel"
11173275,"albaricoque, manzana as...",,
99553,"roble, mantequilla, vai...","minerales, piedra, miel","melocotón, manzana, alb..."
1126521,"roble, mantequilla, vai...","manzana, melocotón, per...","cítrico, limón, lima"
6085222,"naranja, cítrico, pomel...","manzana, albaricoque, m...","miel, minerales, soluci..."
2225697,"cítrico, limón, lima","minerales, miel, petról...","manzana verde, manzana,..."
1241858,"minerales, miel, piedra","melocotón, manzana, alb...","cítrico, limón, pomelo"
11897648,No disponible,No disponible,No disponible
1186028,"nuez, sabor a nuez, alm...","manzana, pera, manzana ...","queso, levadura, crema"
1264366,"albaricoque, manzana ve...","hierba, grosella espino...","chocolate, roble, vaini..."
10731946,"pera, manzana, manzana ...","minerales, sal, piedra","piña, tropical"
7753823,"albaricoque, melocotón,...","miel, panal de abejas, ...","tropical, mango, lichi"
12864,"minerales, piedra, miel","cítrico, limón, lima","manzana verde, manzana,..."


--- Vino blanco hasta 10200_6.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1661310,"cítrico, limón, naranja","roble, mantequilla, nue...","miel, sílex, minerales"
9724965,No disponible,No disponible,No disponible
1496022,"minerales, piedra, miel","albaricoque, melocotón,...","cítrico, limón, lima"
1985109,"miel, cacao, sílex","crema, aceite, queso","limón, cítrico, pomelo"
1968368,"pera, manzana amarilla,...","miel, minerales, piedra","cítrico, limón, lima"
1373709,"miel, minerales, piedra","manzana verde, melocotó...","cítrico, limón, lima"
41524,"roble, mantequilla, vai...","minerales, miel, tiza","cítrico, limón, lima"
1681829,"cítrico, pomelo, limón","mantequilla, roble, vai...","minerales, miel, humo"
3246896,"minerales, miel, humo","manzana, albaricoque, m...","cítrico, pomelo, limón"
2415343,"naranja, cítrico, manda...","miel, piedra, minerales","albaricoque, manzana, d..."
1652273,"roble, mantequilla, mas...","piña, tropical","manzana, melocotón"
2407265,"naranja, cítrico, limón","caramelo, café, tofi","almendra, azúcar morena..."
7416739,"miel, minerales, sílex","cítrico, lima, pomelo","roble, mantequilla, vai..."
41694,"cítrico, pomelo, limón","roble, vainilla, manteq...","minerales, piedra, Terr..."
11571756,No disponible,No disponible,No disponible
11679286,No disponible,No disponible,No disponible
12538794,No disponible,No disponible,No disponible
6003796,"miel, jengibre, especia...","piña, tropical, mango","albaricoque, manzana, m..."
2334554,"cítrico, limón, lima","roble, mantequilla, vai...","minerales, piedra, jeng..."
4838704,"mantequilla, roble, vai...","melocotón, pera, melón","minerales, miel, tiza"
1421632,"miel, minerales, piedra","pera, manzana, melocotó...","mantequilla, roble, car..."
10222419,"manzana, melocotón","minerales, sal, piedra","cítrico, pomelo"
9551844,"pera, manzana verde, ma...","miel, piedra, sílex","limón, cítrico, lima"
16555,"minerales, miel, humo","mantequilla, vainilla, ...","cítrico, pomelo, limón"
1188082,"cítrico, naranja, cásca...","vainilla, roble, carame...","manzana, membrillo, alb..."
12541370,No disponible,No disponible,No disponible
79534,"minerales, miel, tiza","manzana, melocotón, per...","vainilla, roble, manteq..."
4736283,"sílex, miel, minerales",cítrico,roble
1451434,"mantequilla, roble, vai...","manzana, pera, albarico...","cítrico, limón, lima"
1601653,"manzana, pera, albarico...","minerales, miel, piedra","roble, vainilla, manteq..."
2208346,"crema, aceite, banana","manzana, manzana verde,...","cítrico, limón, pomelo"
2391587,"cítrico, limón, lima","minerales, piedra, miel","albaricoque, pera, drup..."
10407740,"manzana verde, drupa, m...","minerales, miel, piedra","cítrico, limón, naranja"
79526,"melocotón, albaricoque,...","miel, minerales, piedra","roble, vainilla, manteq..."
7732582,"melocotón, manzana, alb...","limón, cítrico, naranja","cera de abejas, jengibr..."
1542998,"mantequilla, roble, vai...","manzana, melocotón, per...","minerales, miel, piedra"
1581625,"minerales, miel, humo","roble, mantequilla, vai...","cítrico, limón, pomelo"
1214231,"minerales, sal, miel","cítrico, limón, lima","mantequilla, roble, vai..."
4273456,"albaricoque, manzana ve...","cítrico, limón, pomelo","minerales, humo, miel"
10058346,"naranja, limón Meyer, c...","piedra, miel, minerales",mermelada de albaricoqu...
10244080,"cítrico, pomelo","mantequilla, roble",crema
1888649,"miel, minerales, piedra","albaricoque, manzana, m...","roble, vainilla, manteq..."
11761588,No disponible,No disponible,No disponible
1378431,"almendra, sabor a nuez,...","miel, sílex, Terroso","queso, aceite, crema"
12872241,No disponible,No disponible,No disponible
4369302,"minerales, miel, sílex","cítrico, limón, lima","crema, queso"
1691367,"roble, mantequilla, vai...","cítrico, limón, pomelo","pera, manzana, melocotó..."
1415377,"miel, minerales, piedra","mantequilla, roble, vai...","cítrico, limón, pomelo"
5014844,"fresa, sandía, cereza","naranja, cítrico, pomel...","manzana, melocotón, per..."
1684635,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, miel, piedra"


--- Vino blanco hasta 10200_7.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2241259,"miel, piedra","manzana, melón cantalup...",mantequilla
7310478,"roble, vainilla, manteq...","minerales, humo, piedra","cítrico, limón, pomelo"
1148394,"mantequilla, roble, but...","miel, minerales, piedra","limón, cítrico, pomelo"
13171097,No disponible,No disponible,No disponible
2550511,"sílex, piedra, miel","pomelo, cítrico, limón","manzana, manzana verde,..."
4147287,"mantequilla, roble","manzana, melocotón, dru...","aceto balsámico, miel, ..."
9248332,"manzana, melocotón, per...","minerales, miel, piedra","cítrico, limón, lima"
1956577,"lichi, piña, tropical","miel, piedra, jengibre","melocotón, albaricoque,..."
11037939,No disponible,No disponible,No disponible
79525,"melocotón, albaricoque,...","miel, minerales, piedra","cítrico, limón, pomelo"
55444,"minerales, miel, soluci...","cítrico, limón, pomelo","manzana, manzana verde,..."
4875855,"manzana, manzana verde,...","minerales, hongo, miel","cítrico, limón, cáscara..."
1126990,"miel, minerales, cera d...","roble, mantequilla, vai...","cítrico, limón, lima"
23156,"miel, minerales, petról...","melocotón, manzana, alb...","cítrico, limón, lima"
4713555,"miel, petróleo, humo",,
10645839,"cáscara de naranja, cít...","brioche, almendra, gall...",mantequilla
1693499,"roble, mantequilla, vai...","melocotón, albaricoque,...","minerales, piedra, miel"
85913,"cítrico, limón, lima","minerales, sílex, piedr...","mantequilla, roble, vai..."
1401141,"roble, mantequilla, but...","cítrico, pomelo, lima","tropical, mango"
1650274,"mantequilla, roble, vai...","minerales, piedra, miel","cítrico, limón, piel de..."
1457607,"roble, mantequilla, vai...","minerales, miel, piedra","manzana, melocotón, per..."
18249,No disponible,No disponible,No disponible
1208496,"roble, vainilla, manteq...","miel, minerales, soluci...","manzana, melocotón, alb..."
1157444,"minerales, miel, petról...","cítrico, piel de limón,...","manzana, manzana verde,..."
86234,"melocotón, manzana, per...","minerales, miel, humo","pomelo, limón, cítrico"
1194721,"mantequilla, roble, vai...","cítrico, lima, limón","manzana, melocotón, mel..."
5402558,"minerales, miel, petról...","manzana, manzana verde,...","limón, cítrico, pomelo"
2991,"roble, mantequilla, vai...","manzana, pera, manzana ...","cítrico, limón, pomelo"
1726747,"mantequilla, roble, vai...","miel, minerales, piedra","almendra, sabor a nuez,..."
1387740,"minerales, humo, piedra","manzana verde, melocotó...","cítrico, limón, pomelo"
2486745,"minerales, piedra, miel","cítrico, limón, lima","manzana, melocotón, per..."
8176718,No disponible,No disponible,No disponible
10932,"albaricoque, melocotón,...","miel, minerales, piedra","cítrico, limón, pomelo"
2479250,"melocotón, pera, albari...","miel, piedra, minerales","cítrico, limón, pomelo"
77676,"tropical, mango, piña","minerales, piedra, síle...","cítrico, pomelo, limón"
1185256,"vainilla, mantequilla, ...","manzana, manzana verde,...","tostada, almendra tosta..."
10009139,"roble, vainilla, manteq...","almendra, brioche, tost...",crema
779977,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
1205518,"mantequilla, vainilla, ...","minerales, piedra, miel","manzana, drupa, pera"
8951141,"manzana verde, pera",limón,masas de pastelería
1180881,"pera, manzana, albarico...","minerales, miel, piedra","mantequilla, roble, but..."
1278288,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
1688,"roble, mantequilla, vai...","pera, melocotón, manzan...","minerales, miel, piedra"
6301836,"limón, cítrico, pomelo","minerales, tiza, sílex","manzana verde, pera, me..."
11120653,"humo de arma, miel, min...","almendra, sabor a nuez,...","queso, crema, levadura"
1484798,"cítrico, lima, pomelo","melocotón, albaricoque,...","crema, queso, queso"
1555220,"cítrico, limón, lima","manzana, manzana verde,...","minerales, piedra, miel"
1496158,"almendra, sabor a nuez","mantequilla, palomitas ...","minerales, miel"
1188795,"pera, manzana, manzana ...","minerales, miel, piedra","roble, vainilla, manteq..."
1897032,"mantequilla, roble, vai...","melocotón, albaricoque,...","cítrico, limón, pomelo"


--- Vino blanco hasta 10200_5.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2738949,"melocotón, pera, manzan...","minerales, humo, piedra","cáscara de limón, piel ..."
1552117,"ciruela amarilla, manza...","roble, mantequilla, vai...","mango, guayaba, kiwi"
1217014,"roble, vainilla","limón, cítrico, pomelo","queso, pan tostado"
7463259,"roble, mantequilla, vai...","manzana, pera, manzana ...","minerales, piedra, síle..."
1133302,"minerales, miel, sílex","mantequilla, roble, vai...","cítrico, limón, lima"
2874975,No disponible,No disponible,No disponible
779231,"mantequilla, roble",crema,"cítrico, limón, lima"
4763050,"minerales, piedra, tiza","cítrico, limón, lima","roble, mantequilla, vai..."
1532242,"roble, mantequilla, vai...","minerales, miel, piedra","manzana, melocotón, per..."
11235,"roble, mantequilla, vai...","pera, manzana, melocotó...","cítrico, limón, pomelo"
7389094,"piedra, miel, minerales","roble, caramelo","cítrico, cáscara de lim..."
1167236,"cítrico, limón, pomelo","mantequilla, roble, vai...","minerales, tiza, piedra"
1631291,"roble, mantequilla, vai...","miel, minerales, piedra","pera, albaricoque, melo..."
1885214,"mantequilla, roble, vai...","miel, minerales, hongo","cítrico, limón, pomelo"
11901927,No disponible,No disponible,No disponible
77507,"albaricoque, melocotón,...","minerales, miel, jengib...","vainilla, mantequilla, ..."
3982194,"tropical, fruta de la p...","albaricoque, nectarina,...",miel
1574901,"albaricoque, manzana, p...","almendra, avellana","cuero, solución salina,..."
2443877,"melocotón, manzana, per...","miel, minerales, piedra","cítrico, limón, lima"
1223714,"roble, mantequilla, vai...","minerales, miel, sílex","cítrico, limón, lima"
68354,"miel, minerales, petról...","melocotón, albaricoque,...","limón, cítrico, lima"
1805818,"naranja, limón, cáscara...","minerales, humo, cera","albaricoque, melón cant..."
7430729,"minerales, aceto balsám...","albaricoque, manzana as...","tropical, piña"
1606721,No disponible,No disponible,No disponible
5251566,"roble, mantequilla, vai...","minerales, sílex, humo","pera, albaricoque, manz..."
1404887,"miel, minerales, sílex","limón, cítrico, pomelo","pera, manzana verde, me..."
1153155,"minerales, miel, petról...","melocotón, manzana, alb...","lima, limón, cítrico"
9995438,"tiza, minerales",limón,manzanilla
1702303,"melocotón, albaricoque,...","miel, minerales, piedra","cítrico, limón, lima"
1759897,"mantequilla, roble, but...","miel, minerales, Terros...","albaricoque, pera, manz..."
10904698,No disponible,No disponible,No disponible
11498731,"limón, cáscara de limón...","mantequilla, roble","manzana verde, pera"
1594560,"mantequilla, roble, vai...","cítrico, limón, pomelo","miel, minerales, piedra"
75378,"mantequilla, roble, vai...","miel, minerales, piedra","melocotón, pera, albari..."
84482,"minerales, piedra, miel","cítrico, limón, lima","albaricoque, pera, manz..."
1945087,"manzana, pera, melón","miel, minerales, sal","cítrico, lima, pomelo"
1676983,"minerales, miel, piedra","cítrico, limón, lima","manzana verde, manzana,..."
12992959,No disponible,No disponible,No disponible
20639,"miel, minerales, cera d...","melocotón, albaricoque,...","mantequilla, roble, vai..."
9721300,"miel, minerales",manzana verde,cítrico
1201970,"roble, vainilla, manteq...","minerales, sal, humo","cítrico, limón, piel de..."
11677393,No disponible,No disponible,No disponible
9394541,No disponible,No disponible,No disponible
1391892,"limón, cítrico, lima","roble, mantequilla, vai...","manzana, pera, albarico..."
1318067,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, pomelo, limón"
9767458,"mantequilla, roble, vai...",tropical,cítrico
4212189,"piedra, minerales, Terr...","roble, mantequilla, but...","drupa, melocotón, pera"
3496943,No disponible,No disponible,No disponible
8900738,"miel, sílex, minerales","albaricoque, caqui, mel...","mermelada, cítrico, lim..."
1235876,"miel, minerales, piedra","melocotón, albaricoque,...","roble, mantequilla, vai..."


--- Vino blanco hasta 10200_4.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
6091776,"roble, mantequilla, vai...","tiza, miel, minerales","manzana verde, melocotó..."
10531530,No disponible,No disponible,No disponible
