--- Vino blanco hasta 10200_1.csv ---
4965141,"naranja, cítrico, limón","fruta negra, arándano, ...","manzana, melón"
1183999,"minerales, miel, piedra","cítrico, limón, pomelo","pera, manzana, manzana ..."
81241,"almendra, sabor a nuez,...","tiza, miel",mermelada
24077,"miel, minerales, piedra","roble, mantequilla, vai...","cítrico, limón, lima"
1736263,"melocotón, manzana verd...","miel, minerales, piedra","cítrico, limón, lima"
2404081,"albaricoque, drupa, mel...","limón, cítrico, limón c...","piedra, minerales, tiza"
12851087,No disponible,No disponible,No disponible
82307,"albaricoque, pera, melo...","miel, minerales, soluci...","mermelada, naranja, pom..."
4868504,"mantequilla, vainilla, ...","melocotón, manzana, alb...","cítrico, limón"
41664,"roble, mantequilla, vai...","pera, manzana verde, ma...","cítrico, limón, lima"
8509874,No disponible,No disponible,No disponible
6093966,"manzana, pera, manzana ...","roble, mantequilla, vai...","minerales, piedra, miel"
5376608,"vainilla, roble, manteq...","almendra, mazapán, avel...","manzana, melón, melocot..."
5386788,"minerales, miel, cera","cítrico, limón, cáscara...","manzana, drupa, albaric..."
1633887,"minerales, piedra, miel","cítrico, limón, naranja","melón, manzana, albaric..."
10370434,"vainilla, roble","pera, manzana",almendra
11059,"minerales, miel, piedra","mantequilla, roble, but...","cítrico, limón, limón M..."
12405742,No disponible,No disponible,No disponible
98403,"roble, mantequilla, vai...","manzana, melocotón, alb...","miel, sílex, minerales"
24180,"cítrico, limón, pomelo","minerales, sílex, soluc...","mantequilla, vainilla, ..."
2965095,No disponible,No disponible,No disponible
1634474,"mantequilla, roble, vai...","miel, minerales, piedra","cítrico, lima, piel de ..."
1290949,"mantequilla, roble, car...","minerales, humo, miel","cítrico, limón, pomelo"
1211155,"albaricoque, melocotón,...","miel, minerales, piedra","vainilla, roble, manteq..."
2722342,"mantequilla, roble, vai...","pera, manzana, melocotó...","cítrico, limón, mandari..."
2321474,"mantequilla, roble, vai...","pera, manzana verde, al...","cítrico, limón, pomelo"


